rank,handle_instagram,name_instagram,category_1,followers,audience_country,engagement_auth,engagement_avg,category_2,category_unified,category_status,_platform,_month,_year
204,louist91,Louis Tomlinson,Music,18500000.0,Brazil,665300.0,908800.0,,Music,MAPPED,instagram,november,2022
205,madelyncline,Maddie,Cinema & Actors/actresses,12600000.0,United States,913400.0,1300000.0,,Entertainment,MAPPED,instagram,november,2022
206,haileesteinfeld,hailee steinfeld,Cinema & Actors/actresses,19700000.0,United States,657500.0,834800.0,,Entertainment,MAPPED,instagram,november,2022
207,ladygaga,Lady Gaga,Music,53200000.0,United States,220700.0,309100.0,Cinema & Actors/actresses,Music,MAPPED,instagram,november,2022
208,zidane,zidane,Sports with a ball,33900000.0,Spain,355300.0,484500.0,,Sports,MAPPED,instagram,november,2022
209,chrisbrownofficial,BREEZY,Music,118800000.0,United States,88500.0,137900.0,,Music,MAPPED,instagram,november,2022
210,emmawatson,Emma Watson,Literature & Journalism,67300000.0,United States,177200.0,241800.0,Cinema & Actors/actresses,Knowledge&Info,MAPPED,instagram,november,2022
211,nina,Nina Dobrev,Cinema & Actors/actresses,25800000.0,Brazil,432300.0,619700.0,,Entertainment,MAPPED,instagram,november,2022
212,brentrivera,Brent Rivera,Music,22300000.0,United States,558100.0,724300.0,Cinema & Actors/actresses,Music,MAPPED,instagram,november,2022
213,anushkasen0408,Anushka Sen,Cinema & Actors/actresses,38600000.0,India,355600.0,415100.0,,Entertainment,MAPPED,instagram,november,2022
214,juandediospantoja,JD PANTOJA 🇲🇽,Music,22700000.0,Mexico,617700.0,704800.0,Art/Artists,Music,MAPPED,instagram,november,2022
215,emilia_clarke,,Cinema & Actors/actresses,27000000.0,India,468700.0,589900.0,,Entertainment,MAPPED,instagram,november,2022
216,itzy.all.in.us,ITZY,Music,18000000.0,Indonesia,720100.0,880100.0,,Music,MAPPED,instagram,november,2022
217,carryminati,𝑨𝒋𝒆𝒚 𝑵𝒂𝒈𝒂𝒓,Computers & Gadgets,16100000.000000002,India,830300.0,976800.0,Machinery & Technologies,Tech&Gaming,MAPPED,instagram,november,2022
218,nayeonyny,나연 (NAYEON),Lifestyle,8500000.0,Brazil,1600000.0,1900000.0,,Lifestyle,MAPPED,instagram,november,2022
219,riaricis1795,RICIS,Lifestyle,32000000.0,Indonesia,395900.0,484500.0,,Lifestyle,MAPPED,instagram,november,2022
220,sidmalhotra,Sidharth Malhotra,Cinema & Actors/actresses,20800000.0,India,598500.0,744300.0,Modeling,Entertainment,MAPPED,instagram,november,2022
221,taeyeon_ss,TaeYeon,Music,18800000.0,South Korea,672600.0,817800.0,,Music,MAPPED,instagram,november,2022
222,liluzivert,Lil Uzi Vert,Music,16500000.0,United States,511100.0,939400.0,,Music,MAPPED,instagram,november,2022
223,annehathaway,Anne Hathaway,Cinema & Actors/actresses,24900000.0,United States,466600.0,614800.0,,Entertainment,MAPPED,instagram,november,2022
224,nct,NCT Official Instagram,Music,14700000.0,Indonesia,837500.0,1000000.0,,Music,MAPPED,instagram,november,2022
225,ananyapanday,Ananya 💛💫,Cinema & Actors/actresses,23800000.0,India,544600.0,636100.0,,Entertainment,MAPPED,instagram,november,2022
226,thinkaboutzu,쯔위 (TZUYU),,8100000.0,India,1600000.0,1900000.0,,,,instagram,november,2022
227,tinistoessel,LaTripleT,Music,18700000.0,Argentina,604200.0,808800.0,,Music,MAPPED,instagram,november,2022
228,m.by__sana,사나 (SANA),Lifestyle,7600000.0,Yemen,1700000.0,2000000.0,,Lifestyle,MAPPED,instagram,november,2022
229,sachintendulkar,Sachin Tendulkar,Sports with a ball,35800000.0,India,343600.0,411900.0,Lifestyle,Sports,MAPPED,instagram,november,2022
230,janhvikapoor,Janhvi Kapoor,Lifestyle,18600000.0,India,664400.0,792600.0,Cinema & Actors/actresses,Lifestyle,MAPPED,instagram,november,2022
231,tatawerneck,Tata Werneck,Cinema & Actors/actresses,54300000.0,Brazil,174800.0,271300.0,Family,Entertainment,MAPPED,instagram,november,2022
232,tigerjackieshroff,Tiger Shroff,Cinema & Actors/actresses,35900000.0,India,337300.0,411000.0,,Entertainment,MAPPED,instagram,november,2022
233,therealcalebmclaughlin,Caleb McLaughlin,Cinema & Actors/actresses,15400000.0,United States,644200.0,946000.0,Lifestyle,Entertainment,MAPPED,instagram,november,2022
234,jessicah_o,Jessi / 제시,Music,12700000.0,United States,901300.0,1200000.0,,Music,MAPPED,instagram,november,2022
235,skuukzky,숮이  💄💅👡👠🎀👙🌂👗🌂🎀💋💌,Clothing & Outfits,18000000.0,Indonesia,656400.0,810000.0,Music,Beauty&Fashion,MAPPED,instagram,november,2022
236,jbalvin,J Balvin,Music,52900000.0,Mexico,210700.0,276600.0,,Music,MAPPED,instagram,november,2022
237,bretmanrock,Bretman (Da Baddest) Rock,Art/Artists,18500000.0,United States,466600.0,785600.0,Beauty,Lifestyle,MAPPED,instagram,november,2022
238,iamferv,fer,Lifestyle,10700000.0,Mexico,922800.0,1400000.0,Art/Artists,Lifestyle,MAPPED,instagram,november,2022
239,awez_darbar,Awez Darbar,Shows,23800000.0,India,503200.0,602900.0,Cinema & Actors/actresses,Entertainment,MAPPED,instagram,november,2022
240,paulolondra,Paulo londra,Music,13700000.0,Argentina,669600.0,1000000.0,,Music,MAPPED,instagram,november,2022
241,somsomi0309,ENNIK 전소미,Music,15700000.0,Indonesia,751600.0,908900.0,,Music,MAPPED,instagram,november,2022
242,angelrai07,Angel Rai :),Cinema & Actors/actresses,23200000.0,India,512799.99999999994,618100.0,Art/Artists,Entertainment,MAPPED,instagram,november,2022
243,theestallion,Megan Thee Stallion,Music,29800000.0,United States,274600.0,479600.0,,Music,MAPPED,instagram,november,2022
244,lilyjcollins,Lily Collins,Cinema & Actors/actresses,26800000.0,United States,350900.0,522500.0,,Entertainment,MAPPED,instagram,november,2022
245,brunomars,Bruno Mars,Music,26100000.0,Brazil,356800.0,541200.0,,Music,MAPPED,instagram,november,2022
246,keerthysureshofficial,Keerthy Suresh,Beauty,13600000.0,India,894400.0,1000000.0,Cinema & Actors/actresses,Beauty&Fashion,MAPPED,instagram,november,2022
247,justintimberlake,Justin Timberlake,Music,65800000.0,United States,158700.0,212100.0,Art/Artists,Music,MAPPED,instagram,november,2022
248,_imyour_joy,Joy,Lifestyle,14300000.0,Indonesia,809100.0,967200.0,,Lifestyle,MAPPED,instagram,november,2022
249,michaelbjordan,Michael B. Jordan,Cinema & Actors/actresses,18700000.0,United States,442700.0,733800.0,,Entertainment,MAPPED,instagram,november,2022
250,riyaz.14,Riyaz Aly,Lifestyle,27400000.0,India,389400.0,507100.0,Art/Artists,Lifestyle,MAPPED,instagram,november,2022
251,lizgillz,Elizabeth Gillies,Music,14000000.0,Mexico,666100.0,964400.0,Cinema & Actors/actresses,Music,MAPPED,instagram,november,2022
252,greeicy,Greeicy,Shows,21400000.0,Colombia,471100.0,632300.0,Cinema & Actors/actresses,Entertainment,MAPPED,instagram,november,2022
253,carlinhosmaiaof,Carlinhos Maia🌻,Lifestyle,26100000.0,Brazil,287600.0,527700.0,,Lifestyle,MAPPED,instagram,november,2022
254,iansomerhalder,iansomerhalder,Cinema & Actors/actresses,23400000.0,United States,378700.0,566300.0,,Entertainment,MAPPED,instagram,november,2022
255,marshmello,marshmello,Music,29600000.0,United States,308200.0,445200.0,,Music,MAPPED,instagram,november,2022
256,kevinhart4real,Kevin Hart,Cinema & Actors/actresses,152500000.0,United States,68900.0,87300.0,,Entertainment,MAPPED,instagram,november,2022
257,dixiedamelio,dixie,Music,24700000.0,United States,362600.0,531000.0,Clothing & Outfits,Music,MAPPED,instagram,november,2022
258,min9yu_k,김민규,Music,7700000.0,Indonesia,1400000.0,1700000.0,,Music,MAPPED,instagram,november,2022
259,chaeyo.0,채영 (CHAEYOUNG),Lifestyle,7100000.0,Philippines,1700000.0,1900000.0,,Lifestyle,MAPPED,instagram,november,2022
260,aron.piper,ARON🌜🌞,Music,13600000.0,Brazil,508500.0,957900.0,Lifestyle,Music,MAPPED,instagram,november,2022
261,ranveersingh,Ranveer Singh,Cinema & Actors/actresses,41100000.0,India,242900.0,316200.0,Modeling,Entertainment,MAPPED,instagram,november,2022
262,luissuarez9,Luis Suárez,Sports with a ball,44400000.0,Brazil,195000.0,292100.0,,Sports,MAPPED,instagram,november,2022
263,postmalone,,Music,22900000.0,United States,366400.0,560100.0,,Music,MAPPED,instagram,november,2022
264,katherinelangford,KATHERINE LANGFORD,Cinema & Actors/actresses,29700000.0,India,301000.0,429200.0,,Entertainment,MAPPED,instagram,november,2022
265,kehlani,Kehlani,Music,14200000.0,United States,573500.0,892700.0,Family,Music,MAPPED,instagram,november,2022
266,coldplay,Coldplay,Music,18600000.0,Brazil,489500.0,682400.0,,Music,MAPPED,instagram,november,2022
267,samoylovaoxana,Samoylova Oxana,Family,15300000.0,Russia,605000.0,820400.0,Lifestyle,Lifestyle,MAPPED,instagram,november,2022
268,lestykejora,Lestikejora,Music,26000000.0,Indonesia,370800.0,479900.0,,Music,MAPPED,instagram,november,2022
269,xxxibgdrgn,권지용(權志龍),Photography,21300000.0,Indonesia,453600.0,574900.0,Fashion,Lifestyle,MAPPED,instagram,november,2022
270,garethbale11,Gareth Bale,Sports with a ball,48100000.0,Spain,161500.0,253100.0,,Sports,MAPPED,instagram,november,2022
271,yellow_3to3,REN JUN,Lifestyle,6300000.0,Indonesia,1600000.0,2000000.0,Music,Lifestyle,MAPPED,instagram,november,2022
272,yoona__lim,,Cinema & Actors/actresses,14100000.0,Indonesia,724000.0,866100.0,,Entertainment,MAPPED,instagram,november,2022
273,sophiet,S O P H I E T U R N E R,Cinema & Actors/actresses,14700000.0,United States,608800.0,818500.0,,Entertainment,MAPPED,instagram,november,2022
274,_zyozyo,JIHYO,Lifestyle,6800000.0,Indonesia,1400000.0,1800000.0,,Lifestyle,MAPPED,instagram,november,2022
275,holyhaein,정해인,Lifestyle,10300000.0,Indonesia,946500.0,1200000.0,Music,Lifestyle,MAPPED,instagram,november,2022
276,heybiblee,이성경,Modeling,14500000.0,Indonesia,604900.0,816600.0,,Beauty&Fashion,MAPPED,instagram,november,2022
277,klrahul,KL Rahul👑,Sports with a ball,13100000.0,India,709600.0,906100.0,,Sports,MAPPED,instagram,november,2022
278,e_xiu_o,XIUMIN,Music,8199999.999999999,Indonesia,1300000.0,1500000.0,,Music,MAPPED,instagram,november,2022
279,brunamarquezine,Bruna Marquezine,Cinema & Actors/actresses,43200000.0,Brazil,159600.0,276500.0,,Entertainment,MAPPED,instagram,november,2022
280,manurios,Manu Rios,Shows,11000000.0,Mexico,637600.0,1100000.0,,Entertainment,MAPPED,instagram,november,2022
281,m10_official,Mesut Özil,Sports with a ball,24100000.0,Turkey,346500.0,486000.0,,Sports,MAPPED,instagram,november,2022
282,ashishchanchlani,Ashish Chanchlani,Cinema & Actors/actresses,14600000.0,India,651200.0,796200.0,,Entertainment,MAPPED,instagram,november,2022
283,realbarbarapalvin,Barbara Palvin,Modeling,18300000.0,Russia,471800.0,636700.0,Fashion,Beauty&Fashion,MAPPED,instagram,november,2022
284,juliette,Juliette,Cinema & Actors/actresses,33299999.999999996,Brazil,223400.0,355100.0,,Entertainment,MAPPED,instagram,november,2022
285,bhuvan.bam22,Bhuvan Bam,Cinema & Actors/actresses,14800000.0,India,629000.0,778600.0,,Entertainment,MAPPED,instagram,november,2022
286,kunaguero,Sergio Leonel Agüero,Sports with a ball,23900000.0,Argentina,278500.0,481600.0,,Sports,MAPPED,instagram,november,2022
287,wizkhalifa,Wiz Khalifa,Music,39000000.0,India,209000.0,292600.0,Art/Artists,Music,MAPPED,instagram,november,2022
288,perrieedwards,Perrie Edwards 🖤,Modeling,15900000.0,Brazil,457200.0,713600.0,,Beauty&Fashion,MAPPED,instagram,november,2022
289,burakozcivit,Burak Özçivit,Cinema & Actors/actresses,22100000.0,Turkey,426400.0,517500.0,,Entertainment,MAPPED,instagram,november,2022
290,kimjuncotton,SUHO,Lifestyle,10400000.0,Indonesia,920800.0,1100000.0,Music,Lifestyle,MAPPED,instagram,november,2022
291,psg,Paris Saint-Germain,Sports with a ball,62700000.0,Brazil,107500.0,179500.0,,Sports,MAPPED,instagram,november,2022
292,evaluna,Evaluna Montaner de Echeverry,Family,20700000.0,Argentina,392100.0,540300.0,Music,Lifestyle,MAPPED,instagram,november,2022
293,iammichelemorroneofficial,Michele Morrone,Lifestyle,15400000.0,Brazil,508900.0,730400.0,Cinema & Actors/actresses,Lifestyle,MAPPED,instagram,november,2022
294,asaprocky,GRIM,Music,15000000.0,United States,444500.0,742700.0,,Music,MAPPED,instagram,november,2022
295,trippieredd,555,Music,13100000.0,United States,436000.0,854100.0,,Music,MAPPED,instagram,november,2022
296,thenotoriousmma,Conor McGregor Official,Fitness & Gym,45800000.0,United States,166500.0,241300.0,,Sports,MAPPED,instagram,november,2022
297,mina_sr_my,미나 (MINA),,6700000.0,Indonesia,1400000.0,1700000.0,,,,instagram,november,2022
298,nicki.nicole,,Music,12500000.0,Argentina,590800.0,873500.0,,Music,MAPPED,instagram,november,2022
299,cbum,Chris Bumstead,Fitness & Gym,10300000.0,United States,635700.0,1100000.0,,Sports,MAPPED,instagram,november,2022
300,johnnyjsuh,Johnny Suh,Lifestyle,8800000.0,Indonesia,955100.0,1200000.0,Music,Lifestyle,MAPPED,instagram,november,2022
301,kevindebruyne,Kevin De Bruyne,Sports with a ball,19100000.0,United Kingdom,361500.0,559400.0,,Sports,MAPPED,instagram,november,2022
302,hi_sseulgi,슬기 Seulgi,Modeling,12700000.0,Indonesia,667700.0,836900.0,,Beauty&Fashion,MAPPED,instagram,november,2022
303,rauwalejandro,RAULEETO,Music,15100000.0,Spain,487800.0,708000.0,,Music,MAPPED,instagram,november,2022
304,louispartridge_,Louis💐,Cinema & Actors/actresses,7500000.0,United States,957600.0,1400000.0,,Entertainment,MAPPED,instagram,november,2022
305,larasilva,Lara Silva ⚠️,Shows,17400000.0,Brazil,394500.0,608400.0,Adult content,Entertainment,MAPPED,instagram,november,2022
306,eminem,Marshall Mathers,Cinema & Actors/actresses,36600000.0,Iran,221200.0,285600.0,Music,Entertainment,MAPPED,instagram,november,2022
307,keniaos,Kenia Os,Music,13900000.0,Mexico,576300.0,749100.0,,Music,MAPPED,instagram,november,2022
308,bellathorne,BELLA,Music,25400000.0,United States,244400.0,410000.0,Art/Artists,Music,MAPPED,instagram,november,2022
309,ross_lynch,Ross Shor Lynch,Music,10900000.0,United States,472000.0,942500.0,Cinema & Actors/actresses,Music,MAPPED,instagram,november,2022
310,arigameplays,ARIGAMEPLAYS,Lifestyle,11600000.0,Mexico,732700.0,879700.0,Gaming,Lifestyle,MAPPED,instagram,november,2022
311,fedez,FEDEZ,Music,14400000.0,Italy,513600.0,710100.0,,Music,MAPPED,instagram,november,2022
312,txt_bighit,TOMORROW X TOGETHER OFFICIAL,,12900000.0,Indonesia,624500.0,788200.0,,,,instagram,november,2022
313,nattyiceofficial,natalia dyer,Cinema & Actors/actresses,9000000.0,United States,768200.0,1100000.0,Modeling,Entertainment,MAPPED,instagram,november,2022
314,attahalilintar,Atta Halilintar - PAPATA,Art/Artists,24100000.0,Indonesia,307700.0,420500.0,Shows,Lifestyle,MAPPED,instagram,november,2022
315,neslihanatagul,Neslihan Atagül Doğulu,Cinema & Actors/actresses,13500000.0,Turkey,607100.0,775600.0,Modeling,Entertainment,MAPPED,instagram,november,2022
316,wizkidayo,BIG WIZ🦅,Music,15200000.0,Nigeria,351900.0,681600.0,,Music,MAPPED,instagram,november,2022
317,c.syresmith,Jaden Smith,Cinema & Actors/actresses,19200000.0,United States,337100.0,521900.0,Lifestyle,Entertainment,MAPPED,instagram,november,2022
318,xeesoxee,한소희,Lifestyle,9700000.0,Indonesia,793700.0,1000000.0,,Lifestyle,MAPPED,instagram,november,2022
319,sofiacarson,Sofia Carson,Music,20400000.0,Brazil,360600.0,488900.0,Cinema & Actors/actresses,Music,MAPPED,instagram,november,2022
320,duki,Ya Supiste,Music,10700000.0,Argentina,601900.0,926100.0,,Music,MAPPED,instagram,november,2022
321,mr_faisu_07,FAISAL SHAIKH,Modeling,28300000.0,India,278300.0,354700.0,Cinema & Actors/actresses,Beauty&Fashion,MAPPED,instagram,november,2022
322,taeoxo_nct,TAEYONG,Lifestyle,9700000.0,Indonesia,786400.0,1000000.0,Music,Lifestyle,MAPPED,instagram,november,2022
323,sureshraina3,Suresh Raina,Modeling,21200000.0,India,414400.0,467400.0,,Beauty&Fashion,MAPPED,instagram,november,2022
324,nct_dream,NCT DREAM OFFICIAL,Music,10500000.0,Indonesia,843800.0,942800.0,Modeling,Music,MAPPED,instagram,november,2022
325,raphaelvarane,Raphael Varane,Sports with a ball,19600000.0,Spain,332300.0,498700.0,,Sports,MAPPED,instagram,november,2022
326,tenlee_1001,TEN_+•10,Music,10000000.0,Indonesia,781000.0,1000000.0,,Music,MAPPED,instagram,november,2022
327,alexandradaddario,alexandra daddario,Cinema & Actors/actresses,22600000.0,India,353900.0,432400.0,,Entertainment,MAPPED,instagram,november,2022
328,winmetawin,Win Metawin O.,Lifestyle,14100000.0,Philippines,617500.0,698900.0,,Lifestyle,MAPPED,instagram,november,2022
329,chiaraferragni,Chiara Ferragni ✨,Beauty,27900000.0,Italy,210300.0,349000.0,,Beauty&Fashion,MAPPED,instagram,november,2022
330,maya_hawke,Maya Hawke,Cinema & Actors/actresses,10300000.0,United States,683500.0,946200.0,,Entertainment,MAPPED,instagram,november,2022
331,sza,SZA,Music,12600000.0,United States,458000.0,774200.0,,Music,MAPPED,instagram,november,2022
332,wwiinn_7,WINWIN,,7500000.0,Indonesia,1100000.0,1300000.0,,,,instagram,november,2022
333,chadwickboseman,Chadwick Boseman,Cinema & Actors/actresses,11400000.0,Brazil,602300.0,844600.0,Literature & Journalism,Entertainment,MAPPED,instagram,november,2022
334,jadepicon,JADE 🌪,Modeling,21000000.0,Brazil,212600.0,466400.0,Fashion,Beauty&Fashion,MAPPED,instagram,november,2022
335,jy_piece,유정연,,5500000.0,Brazil,1400000.0,1800000.0,,,,instagram,november,2022
336,mont.pantoja,MONT,,12400000.0,Mexico,640300.0,761600.0,,,,instagram,november,2022
337,madhuridixitnene,Madhuri Dixit,Music,33000000.0,India,247500.0,286300.0,Cinema & Actors/actresses,Music,MAPPED,instagram,november,2022
338,ibaillanos,Ibai,Art/Artists,8199999.999999999,Spain,806800.0,1200000.0,,Lifestyle,MAPPED,instagram,november,2022
339,marvelstudios,Marvel Studios,Cinema & Actors/actresses,38300000.0,India,217600.0,244000.0,Comics & sketches,Entertainment,MAPPED,instagram,november,2022
340,haechanahceah,HAECHAN,,4700000.0,Indonesia,1800000.0,2000000.0,,,,instagram,november,2022
341,khabib_nurmagomedov,Хабиб Нурмагомедов,Fitness & Gym,33600000.0,Russia,196800.0,276100.0,,Sports,MAPPED,instagram,november,2022
342,luisasonza,LUÍSA SONZA,Music,30400000.0,Brazil,193000.0,305800.0,Lifestyle,Music,MAPPED,instagram,november,2022
343,hyunah_aa,Hyun Ah,Music,18200000.0,South Korea,415600.0,492700.0,,Music,MAPPED,instagram,november,2022
344,aespa_official,aespa 에스파,Music,9500000.0,Indonesia,662900.0,953200.0,,Music,MAPPED,instagram,november,2022
345,juventus,Juventus,Sports with a ball,55000000.0,India,112300.0,164900.0,,Sports,MAPPED,instagram,november,2022
346,dahhyunnee,다현 (DAHYUN),Music,6400000.0,Brazil,1200000.0,1400000.0,,Music,MAPPED,instagram,november,2022
347,michelleobama,Michelle Obama,Finance & Economics,51000000.0,United States,155000.0,173100.0,Business & Careers,Knowledge&Info,MAPPED,instagram,november,2022
348,houseofhighlights,House of Highlights,Sports with a ball,36100000.0,United States,130000.0,238100.0,,Sports,MAPPED,instagram,november,2022
349,stephencurry30,Wardell Curry,Sports with a ball,46200000.0,United States,138500.0,185300.0,Family,Sports,MAPPED,instagram,november,2022
350,teddysphotos,Ed Sheeran,Music,40500000.0,United States,155700.0,211800.0,,Music,MAPPED,instagram,november,2022
351,premierleague,Premier League,Sports with a ball,59500000.0,United Kingdom,97900.0,142500.0,,Sports,MAPPED,instagram,november,2022
352,avneetkaur_13,Avneet Kaur Official,Cinema & Actors/actresses,32600000.0,India,213800.0,260500.0,,Entertainment,MAPPED,instagram,november,2022
353,joeyking,Joey King,Music,19100000.0,Brazil,308400.0,441400.0,Cinema & Actors/actresses,Music,MAPPED,instagram,november,2022
354,mingue.k,김민규,Lifestyle,6300000.0,Indonesia,1100000.0,1400000.0,Music,Lifestyle,MAPPED,instagram,november,2022
355,bighit_ent,BigHit Music Updates,Music,12800000.0,Indonesia,531300.0,654700.0,,Music,MAPPED,instagram,november,2022
356,jairmessiasbolsonaro,Jair M. Bolsonaro,Finance & Economics,21500000.0,Brazil,288000.0,397500.0,Business & Careers,Knowledge&Info,MAPPED,instagram,november,2022
357,demetozdemir,Demet Özdemir,Cinema & Actors/actresses,15600000.0,India,420300.0,536000.0,,Entertainment,MAPPED,instagram,november,2022
358,sommerray,Sommer Ray,Modeling,26200000.0,United States,202700.0,318100.0,,Beauty&Fashion,MAPPED,instagram,november,2022
359,auba,Pierre-Emerick Aubameyang,Sports with a ball,13300000.0,United Kingdom,393000.0,625000.0,,Sports,MAPPED,instagram,november,2022
360,bronny,,Sports with a ball,6600000.0,United States,689400.0,1300000.0,Winter sports,Sports,MAPPED,instagram,november,2022
361,belindapop,Beli,Music,15600000.0,Mexico,369300.0,529100.0,,Music,MAPPED,instagram,november,2022
362,m_kayoung,MUN KA YOUNG,Cinema & Actors/actresses,8600000.0,Indonesia,730400.0,972000.0,,Entertainment,MAPPED,instagram,november,2022
363,prattprattpratt,Chris Pratt,Cinema & Actors/actresses,38900000.0,United States,161100.0,210900.0,,Entertainment,MAPPED,instagram,november,2022
364,pubity,Pubity,Humor & Fun & Happiness,31800000.0,United States,175900.0,257200.0,,Entertainment,MAPPED,instagram,november,2022
365,yuyacst,𝓨𝒖𝒚𝒂,Modeling,17100000.0,Mexico,309400.0,474900.0,,Beauty&Fashion,MAPPED,instagram,november,2022
366,anguscloud,Angus Cloud,Music,7900000.0,United States,631300.0,1000000.0,,Music,MAPPED,instagram,november,2022
367,liltjay,TJAYYYY 🖤,Lifestyle,7600000.0,United States,590700.0,1100000.0,Music,Lifestyle,MAPPED,instagram,november,2022
368,taina,Tainá Costa,Music,16200000.0,Brazil,239500.0,500100.0,,Music,MAPPED,instagram,november,2022
369,alwaysramcharan,Ram Charan,Cinema & Actors/actresses,8400000.0,India,866500.0,970400.0,,Entertainment,MAPPED,instagram,november,2022
370,joaogomescantor,ACREDITE 🧡,Music,13800000.0,Brazil,214200.0,586200.0,Cinema & Actors/actresses,Music,MAPPED,instagram,november,2022
371,_mariahwasa,HWASA,Music,8300000.000000001,Brazil,756300.0,975900.0,,Music,MAPPED,instagram,november,2022
372,9gag,9GAG: Go Fun The World,Humor & Fun & Happiness,58000000.0,Indonesia,107800.0,138100.0,,Entertainment,MAPPED,instagram,november,2022
373,abdevilliers17,AB de Villiers,Sports with a ball,19000000.0,India,360800.0,416300.0,Lifestyle,Sports,MAPPED,instagram,november,2022
374,davido,Davido,Music,25200000.0,Nigeria,231200.0,323000.0,Lifestyle,Music,MAPPED,instagram,november,2022
375,colesprouse,Cole Sprouse,Modeling,35800000.0,United States,168700.0,220300.0,,Beauty&Fashion,MAPPED,instagram,november,2022
376,adamweitsman,Adam Weitsman,Business & Careers,18500000.0,Russia,313600.0,427600.0,,Knowledge&Info,MAPPED,instagram,november,2022
377,conangray,Conan Gray,Music,6900000.0,Brazil,781300.0,1200000.0,,Music,MAPPED,instagram,november,2022
378,anyataylorjoy,Anya Taylor-Joy,Modeling,9100000.0,United States,610600.0,880000.0,Cinema & Actors/actresses,Beauty&Fashion,MAPPED,instagram,november,2022
379,markruffalo,Mark Ruffalo,Cinema & Actors/actresses,20900000.0,Brazil,298700.0,375900.0,,Entertainment,MAPPED,instagram,november,2022
380,raffinagita1717,Raffi Ahmad and Nagita Slavina,Shows,64300000.0,Indonesia,83600.0,122100.0,,Entertainment,MAPPED,instagram,november,2022
381,lildurk,DURKIOOO,Music,14200000.0,United States,197600.0,556700.0,Art/Artists,Music,MAPPED,instagram,november,2022
382,rohitsharma45,Rohit Sharma,Sports with a ball,25000000.0,India,276800.0,312600.0,Lifestyle,Sports,MAPPED,instagram,november,2022
383,easportsfifa,EA SPORTS FIFA,Sports with a ball,27400000.0,Spain,169700.0,284800.0,,Sports,MAPPED,instagram,november,2022
384,hshq,Harry Styles HQ,Music,6700000.0,United States,670600.0,1200000.0,Cinema & Actors/actresses,Music,MAPPED,instagram,november,2022
385,andressasuita,Andressa Suita,Modeling,15800000.0,Brazil,300400.0,498400.0,,Beauty&Fashion,MAPPED,instagram,november,2022
386,clean_0828,김세정,Lifestyle,8400000.0,Indonesia,756600.0,943500.0,,Lifestyle,MAPPED,instagram,november,2022
387,geneliad,Genelia Deshmukh,Cinema & Actors/actresses,10500000.0,India,595100.0,737200.0,,Entertainment,MAPPED,instagram,november,2022
388,hassan_reyvandi,hasan reyvandi حسن ریوندی,Cinema & Actors/actresses,19800000.0,Iran,285700.0,395000.0,Humor & Fun & Happiness,Entertainment,MAPPED,instagram,november,2022
389,hannahstocking,Hannah Stocking,Modeling,22800000.0,United States,238700.0,339300.0,,Beauty&Fashion,MAPPED,instagram,november,2022
390,yuu_taa_1026,中本悠太　YUTA,,8600000.0,Indonesia,697200.0,913200.0,,,,instagram,november,2022
391,nba_youngboy,PAIN REAL.🩸,Art/Artists,10600000.0,United States,387500.0,749800.0,Music,Lifestyle,MAPPED,instagram,november,2022
392,miguel.g.herran,Miguel Herrán,Cinema & Actors/actresses,13700000.0,Brazil,369700.0,556300.0,,Entertainment,MAPPED,instagram,november,2022
393,anupamaparameswaran96,Anupama Parameswaran,Cinema & Actors/actresses,12500000.0,India,531800.0,608400.0,,Entertainment,MAPPED,instagram,november,2022
394,dntlrdl,CHOIWOOSHIK,Lifestyle,6900000.0,Indonesia,852400.0,1100000.0,,Lifestyle,MAPPED,instagram,november,2022
395,gianlucavacchi,Gianluca Vacchi,Lifestyle,22500000.0,Brazil,217900.0,335200.0,,Lifestyle,MAPPED,instagram,november,2022
396,antogriezmann,Antoine Griezmann,Sports with a ball,36600000.0,Spain,127400.0,205400.0,,Sports,MAPPED,instagram,november,2022
397,fabriziorom,Fabrizio Romano,Literature & Journalism,11000000.0,Italy,395700.0,684500.0,Shows,Knowledge&Info,MAPPED,instagram,november,2022
398,britneyspears,Channel 8,Music,42100000.0,United States,130300.00000000001,182100.0,,Music,MAPPED,instagram,november,2022
399,jheneaiko,Jhené Aiko Efuru Chilombo 🔮,Music,15100000.0,United States,282000.0,494600.0,,Music,MAPPED,instagram,november,2022
400,alfinetei,Alfinetadas Dos Famosos 📌,Humor & Fun & Happiness,21900000.0,Brazil,154600.0,347800.0,,Entertainment,MAPPED,instagram,november,2022
401,prillylatuconsina96,Prilly Latuconsina,Cinema & Actors/actresses,49200000.0,Indonesia,107800.0,151700.0,Music,Entertainment,MAPPED,instagram,november,2022
402,kjapa,KJ Apa,Cinema & Actors/actresses,18500000.0,United States,281600.0,402200.0,,Entertainment,MAPPED,instagram,november,2022
403,juanpazurita,Juanpa Zurita,Cinema & Actors/actresses,30500000.0,Mexico,171000.0,243400.0,,Entertainment,MAPPED,instagram,november,2022
404,pugachevmark,Mark Pugachev,Cars & Motorbikes,15100000.0,Russia,334700.0,491700.0,Luxury,Other,MAPPED,instagram,november,2022
405,layzhang,Lay Zhang,Music,14200000.0,Indonesia,499000.0,528900.0,,Music,MAPPED,instagram,november,2022
406,maisa,+A,Music,45000000.0,Brazil,121200.0,165100.0,,Music,MAPPED,instagram,november,2022
