handle_tiktok,name_tiktok,followers,views_avg,likes_avg,comments_avg,shares_avg
yg_treasure_tiktok,yg_treasure_official,4200000.0,2300000.0,645400.0,10200.0,6200.0
ygnazz,NAS,1500000.0,1200000.0,214800.0,1600.0,2600.0
yizaroff,YIZARO,4900000.0,1800000.0,252200.0,2900.0,551.0
yk_osiris,YK Osiris,1900000.0,3000000.0,373600.0,4000.0,6300.0
yogaarizona,Yoga Arizona,1000000.0,3700000.0,352700.0,1800.0,1900.0
yucholoco,Sintya Marisca,2200000.0,2000000.0,226200.0,6800.0,3900.0
yunggravy,Yung Gravy 🍯,3800000.0,2800000.0,431900.0,2700.0,3000.0
yurielkysojeda,Yurielkys Ojeda,13700000.0,2000000.0,293700.0,1300.0,515.0
yzn47,يزن الأسمر,6100000.0,13100000.0,555500.0,3600.0,20100.0
zachking,Zach King,68800000.0,3500000.0,394400.0,1400.0,650.0
zakuryyy,ZAK,423500.0,2600000.0,359300.0,1900.0,5000.0
zappingtv.it,ZappingTv.it,146200.0,2300000.0,150000.0,426.0,2000.0
zara,ZARA,2600000.0,6200000.0,235500.0,786.0,399.0
zeinabharake,Zeinab Harake,13500000.0,2600000.0,399200.0,1500.0,637.0
zeth,Zeth,12500000.0,6700000.0,1300000.0,3000.0,7700.0
zodiac.boyfriend,Zodiac Boyfriend🪐🔮,1800000.0,1900000.0,272700.0,6800.0,3600.0
zowloficial,Lord Zowl,1100000.0,1400000.0,178100.0,1400.0,2100.0
zrt.foot,ZR7,100800.0,2300000.0,218000.0,1700.0,6400.0
zubarefff,Зубарев Александр,4000000.0,1900000.0,249000.0,1300.0,1600.0
