rank,handle_instagram,name_instagram,followers,audience_country,engagement_auth,engagement_avg,category_1,category_2,category_1_unified,category_2_unified,category_primary,if_exist
737,davidluiz23,David Luiz,22200000,Brazil,65800,144600,Sports with a ball,,Sports,,Sports,1
738,saipallavi.senthamarai,Sai Pallavi,6100000,India,462700,530800,Cinema & Actors/actresses,,Entertainment,,Entertainment,1
739,sonamkapoor,Sonam Kapoor Ahuja,33500000,India,80600,95300,Fashion,Modeling,Beauty/Fashion,Beauty/Fashion,Beauty/Fashion,1
740,adamsandler,Adam Sandler,13600000,United States,184700,235500,Cinema & Actors/actresses,,Entertainment,,Entertainment,1
741,noorstars,نور ستارز | Noor Stars,13300000,Iraq,180700,242100,Shows,,Entertainment,,Entertainment,1
742,jennifer.garner,Jennifer Garner,13600000,United States,206400,233800,Cinema & Actors/actresses,,Entertainment,,Entertainment,1
743,troyesivan,troye sivan,13400000,United States,164100,235700,Fashion,Modeling,Beauty/Fashion,Beauty/Fashion,Beauty/Fashion,1
744,jaybnow.hr,LIM JAE BEOM,6900000,United States,353600,464000,,,,,,0
745,litkillah,MAWZ💬,8100000,Argentina,298200,393000,,,,,,0
746,schwarzenegger,Arnold Schwarzenegger,22600000,United States,118900,139800,Cinema & Actors/actresses,Fitness & Gym,Entertainment,Sports,Entertainment,1
747,wayvofficial,WayV,7500000,Indonesia,358900,427400,,,,,,0
748,giannis_an34,Giannis Ugo Antetokounmpo,13300000,United States,147900,233900,Sports with a ball,,Sports,,Sports,1
749,dagelan,Dagelan,21000000,Indonesia,89000,151000,Humor & Fun & Happiness,,Entertainment,,Entertainment,1
750,_abu_saalim_,ABU SAALIM,3000000,India,446500,1100000,Photography,Cinema & Actors/actresses,Lifestyle,Entertainment,Lifestyle,1
751,pooorblack,Pooorblack,4900000,Iran,503500,652100,,,,,,0
752,trentarnold66,Trent Alexander-Arnold,7800000,United Kingdom,275400,403300,Lifestyle,Sports with a ball,Lifestyle,Sports,Lifestyle,1
753,earthpix,🌎  EarthPix  🌎,23200000,United States,102800,133300,Nature & landscapes,Photography,Lifestyle,Lifestyle,Lifestyle,1
754,maneskinofficial,Måneskin,6200000,Italy,356300,502800,Modeling,Cinema & Actors/actresses,Beauty/Fashion,Entertainment,Beauty/Fashion,1
755,nodal,Christian Nodal 🇲🇽 🌵💚,9400000,Mexico,229100,336800,,,,,,0
756,ivan_buhaje,spreen,3100000,Argentina,825800,1000000,,,,,,0
757,joshuadun,jøsh dun,6200000,United States,415700,507800,,,,,,0
758,juliopfernandez,J U L I O   P E Ñ A   F. D E Z,3400000,Brazil,714900,909300,,,,,,0
759,sonu_sood,Sonu Sood,17400000,India,154700,177000,Cinema & Actors/actresses,,Entertainment,,Entertainment,1
760,voguemagazine,Vogue,40300000,United States,50500,76100,Literature & Journalism,Fashion,Info/Business,Beauty/Fashion,Info/Business,1
761,valentinazenere,Valentina Zenere,10100000,Brazil,248400,302500,Modeling,Lifestyle,Beauty/Fashion,Lifestyle,Beauty/Fashion,1
762,shikhardofficial,Shikhar Dhawan,11400000,India,234500,268300,Sports with a ball,,Sports,,Sports,1
763,nancyajram,Nancy Ajram,33300000,Iraq,72500,92700,,,,,,0
764,mclomaofficial,Paloma Santos 🐟,8300000,Brazil,218900,375200,,,,,,0
765,rodwave,RodWave,5600000,United States,254600,566100,,,,,,0
766,yamigautam,Yami Gautam Dhar,16400000,India,160200,186000,Cinema & Actors/actresses,,Entertainment,,Entertainment,1
767,madonna,Madonna,18500000,Italy,112600,168100,,,,,,0
768,fcbayern,FC Bayern,34000000,Germany,61100,89600,Sports with a ball,,Sports,,Sports,1
769,lacikaysomers,Laci Kay Somers,12200000,United States,148500,254100,Modeling,,Beauty/Fashion,,Beauty/Fashion,1
770,sincerooficial,Sincero Oficial,21700000,Brazil,72400,140000,Humor & Fun & Happiness,,Entertainment,,Entertainment,1
771,ewsbdi,로운,4700000,Indonesia,439600,657100,,,,,,0
772,nikefootball,Nike Football (Soccer),45400000,Brazil,42800,66100,Sports with a ball,Clothing & Outfits,Sports,Beauty/Fashion,Sports,1
773,candiceking,Candice King,10000000,Brazil,214100,298400,Family,Lifestyle,Lifestyle,Lifestyle,Lifestyle,1
774,beberexha,Bebe Rexha,10700000,India,189300,279900,Lifestyle,,Lifestyle,,Lifestyle,1
775,rockstargames,Rockstar Games,23300000,United States,104500,129600,Cars & Motorbikes,,,,,0
776,onwardwanna,"Javon ""Wanna"" Walton",6000000,United States,301800,503800,Lifestyle,Cinema & Actors/actresses,Lifestyle,Entertainment,Lifestyle,1
777,diljitdosanjh,DILJIT DOSANJH,14000000,India,176800,213000,Cinema & Actors/actresses,,Entertainment,,Entertainment,1
778,emmaroberts,Emma Roberts,18300000,United States,110000,162400,Cinema & Actors/actresses,,Entertainment,,Entertainment,1
779,filiperet,Retchê,7700000,Brazil,153900,392800,Lifestyle,Photography,Lifestyle,Lifestyle,Lifestyle,1
780,vanessalopesr_,Vanessa Lopes,12300000,Brazil,73700,240200,Lifestyle,,Lifestyle,,Lifestyle,1
781,harshasai_,Harsha sai,2700000,India,958900,1100000,Shows,,Entertainment,,Entertainment,1
782,ahmedabohashima,Ahmed Abouhashima,17300000,Egypt,125900,170000,Business & Careers,Finance & Economics,Info/Business,Info/Business,Info/Business,1
783,ncentineo,Noah,16500000,Brazil,106800,177600,Cinema & Actors/actresses,,Entertainment,,Entertainment,1
784,galatasaray,Galatasaray,11600000,Turkey,209400,253500,Sports with a ball,,Sports,,Sports,1
785,yefersoncossio,Yef,9800000,Colombia,208900,305300,Lifestyle,,Lifestyle,,Lifestyle,1
786,arsenal,Arsenal,22800000,United Kingdom,85300,129100,Sports with a ball,,Sports,,Sports,1
787,borodylia,Ксения Бородина,19100000,Russia,124000,152900,Shows,Family,Entertainment,Lifestyle,Entertainment,1
788,willyrex,Willyrex,8800000,Spain,284400,337200,Shows,,Entertainment,,Entertainment,1
789,snoopdogg,snoopdogg,76000000,United States,27300,38900,Lifestyle,,Lifestyle,,Lifestyle,1
790,djokernole,Novak Djokovic,11300000,Serbia,209800,258400,Sports with a ball,,Sports,,Sports,1
791,ishowspeed,IShowSpeed,3700000,United Kingdom,575100,813800,Lifestyle,,Lifestyle,,Lifestyle,1
792,jackblack,Jack Black,8900000,United States,251800,328800,Cinema & Actors/actresses,,Entertainment,,Entertainment,1
793,normani,Normani,7300000,United States,256800,401300,,,,,,0
794,courteneycoxofficial,Courteney Cox,12200000,India,178900,236700,Cinema & Actors/actresses,,Entertainment,,Entertainment,1
795,shxxbi131,B.I,4000000,Indonesia,620400,726600,Lifestyle,,Lifestyle,,Lifestyle,1
796,jaspritb1,jasprit bumrah,9800000,India,256600,294800,Lifestyle,Sports with a ball,Lifestyle,Sports,Lifestyle,1
797,marimaria,Mari Maria,20200000,Brazil,74200,142900,Beauty,,Beauty/Fashion,,Beauty/Fashion,1
798,t22felton,Tom Felton,11900000,United States,186800,242000,Cinema & Actors/actresses,,Entertainment,,Entertainment,1
799,jenniferwinget1,Jennifer Winget,13500000,India,175300,213200,Cinema & Actors/actresses,,Entertainment,,Entertainment,1
800,spacex,SpaceX,15800000,United States,148700,180900,Science,Machinery & Technologies,Info/Business,Tech/Gaming,Info/Business,1
801,virgilvandijk,Virgil van Dijk,12600000,United Kingdom,159800,226400,Sports with a ball,,Sports,,Sports,1
802,i_nivethathomas,Nivetha Thomas,6100000,India,412000,466000,Cinema & Actors/actresses,,Entertainment,,Entertainment,1
803,chaelincl,CL,10300000,Brazil,206300,272900,Fashion,Modeling,Beauty/Fashion,Beauty/Fashion,Beauty/Fashion,1
804,subo_m,Subhan Mamedov,10100000,Russia,229500,281000,Shows,,Entertainment,,Entertainment,1
805,klarafgcastanho,Klåra Cåstanho,7400000,Brazil,198700,385500,Cinema & Actors/actresses,,Entertainment,,Entertainment,1
806,miketyson,Mike Tyson,19200000,United States,114000,146900,Fitness & Gym,,Sports,,Sports,1
807,streetartglobe,StreetArtGlobe ™ 😱,16600000,United States,124400,168900,,,,,,0
808,nabilla,Nabilla Vergara ✨,8000000,France,258300,355400,Beauty,,Beauty/Fashion,,Beauty/Fashion,1
809,hadise,Hadise,13800000,Turkey,173600,202400,Shows,,Entertainment,,Entertainment,1
810,davidalaba,David Alaba,10600000,Spain,185300,262200,Sports with a ball,,Sports,,Sports,1
811,paollaoliveirareal,Paolla Oliveira,34800000,Brazil,60700,80300,Cinema & Actors/actresses,Lifestyle,Entertainment,Lifestyle,Entertainment,1
812,kawtarbamo,KAWTAR BA-MOHAMED كوثر بامو,7500000,Morocco,276000,373900,Cinema & Actors/actresses,,Entertainment,,Entertainment,1
813,kaliuchis,,4000000,United States,407100,702800,,,,,,0
814,sivakarthikeyan,Sivakarthikeyan Doss,5200000,India,460600,542500,,,,,,0
815,lance210,Lance Stewart,6600000,United States,257000,426300,Cinema & Actors/actresses,Humor & Fun & Happiness,Entertainment,Entertainment,Entertainment,1
816,chieffkeeffsossa,Chief Keef,7800000,United States,196000,362500,,,,,,0
817,seojuhyun_s,SEOHYUN 서현,7600000,Indonesia,295700,370600,Cinema & Actors/actresses,,Entertainment,,Entertainment,1
818,actor_jg,배우 이준기,6500000,Indonesia,372300,437300,Cinema & Actors/actresses,,Entertainment,,Entertainment,1
819,trueno,TR1 ⛈,6900000,Argentina,261600,407300,,,,,,0
820,junhui_moon,JUN 文俊辉,2900000,Indonesia,797700,978800,Lifestyle,,Lifestyle,,Lifestyle,1
821,asala,Asala,7200000,Iraq,316200,392000,Shows,,Entertainment,,Entertainment,1
822,mohanshakti,Shakti Mohan,16500000,India,138300,166100,Cinema & Actors/actresses,,Entertainment,,Entertainment,1
823,imouniroy,mon,24500000,India,92100,112200,Cinema & Actors/actresses,,Entertainment,,Entertainment,1
824,dominicfike,,3500000,United States,417800,795100,,,,,,0
825,anthonyjoshua,,14300000,United Kingdom,141500,192000,Fitness & Gym,,Sports,,Sports,1
826,flay,FLAY 🎙,7700000,Brazil,174100,363500,Lifestyle,,Lifestyle,,Lifestyle,1
827,gucci,,49000000,United States,42000,55700,Accessories & Jewellery,Clothing & Outfits,Beauty/Fashion,Beauty/Fashion,Beauty/Fashion,1
828,alexis_officia1,Sanchez Alexis,14500000,Chile,115400,190500,Sports with a ball,,Sports,,Sports,1
829,sthefanematos,STHE ⚓️,10000000,Brazil,123100,284300,Lifestyle,,Lifestyle,,Lifestyle,1
830,jessicajane99,Jessica Jane,5900000,Indonesia,352000,463900,Shows,Modeling,Entertainment,Beauty/Fashion,Entertainment,1
831,tohi,𝐓𝐎𝐇𝐈,12100000,Iran,162000,240700,Lifestyle,,Lifestyle,,Lifestyle,1
832,egorkreed,Егор Крид | #HeartBreakKid,14700000,Russia,151100,185300,,,,,,0
833,dhanashree9,Dhanashree Verma,5200000,India,417200,525000,Lifestyle,Cinema & Actors/actresses,Lifestyle,Entertainment,Lifestyle,1
834,blythe,Andrea Brillantes,13500000,Philippines,175400,199900,Cinema & Actors/actresses,Modeling,Entertainment,Beauty/Fashion,Entertainment,1
835,anastasiya_kvitko,AK,12400000,United States,179400,219500,Lifestyle,Modeling,Lifestyle,Beauty/Fashion,Lifestyle,1
836,natalee.007,Natalie Lee,7000000,United States,308600,394500,Modeling,,Beauty/Fashion,,Beauty/Fashion,1
837,fedevalverde,Fede Valverde,6600000,Spain,293800,416700,Sports with a ball,,Sports,,Sports,1
838,canelo,Saul Alvarez,13500000,Mexico,143800,200200,Fitness & Gym,,Sports,,Sports,1
839,alvaromorata,Álvaro Morata,17900000,Italy,96700,149500,Sports with a ball,Literature & Journalism,Sports,Info/Business,Sports,1
840,ms_puiyi,Siew Pui Yi 🤍,18700000,United States,112300,143800,Adult content,,,,,0
841,tamannaahspeaks,Tamannaah Bhatia,17700000,India,129400,151000,Cinema & Actors/actresses,,Entertainment,,Entertainment,1
842,tiagopzk,GOTTI A,5400000,Argentina,219400,501100,,,,,,0
843,rafakalimann,Rafa Kalimann,23100000,Brazil,67300,121400,Modeling,,Beauty/Fashion,,Beauty/Fashion,1
844,letthelordbewithyou,Scott Disick,27500000,United States,64100,96900,Lifestyle,Family,Lifestyle,Lifestyle,Lifestyle,1
845,jimmyfallon,Jimmy Fallon,23000000,United States,92500,115800,Shows,Humor & Fun & Happiness,Entertainment,Entertainment,Entertainment,1
846,sofiaalcastro,♡sofia castro,8800000,Colombia,225000,306400,Shows,Cinema & Actors/actresses,Entertainment,Entertainment,Entertainment,1
847,ler_chek,Валерия Чекалина,10400000,Russia,197200,254300,Lifestyle,Beauty,Lifestyle,Beauty/Fashion,Lifestyle,1
848,rafaelnadal,Rafa Nadal,16100000,Spain,131300,164100,Sports with a ball,,Sports,,Sports,1
849,iiqraaziz,IQRA AZIZ HUSSAIN🇵🇰,8800000,India,265600,302700,Beauty,Modeling,Beauty/Fashion,Beauty/Fashion,Beauty/Fashion,1
850,maitreyiramakrishnan,Maitreyi Ramakrishnan,3800000,Brazil,485400,710100,Photography,Cinema & Actors/actresses,Lifestyle,Entertainment,Lifestyle,1
851,dhanushkraja,Dhanush,4900000,India,421300,545200,Cinema & Actors/actresses,,Entertainment,,Entertainment,1
852,priyankaamohanofficial,Priyanka Mohan,3500000,India,672300,771500,Photography,Lifestyle,Lifestyle,Lifestyle,Lifestyle,1
853,wdohwan,우도환,4500000,Indonesia,446200,591500,Cinema & Actors/actresses,,Entertainment,,Entertainment,1
854,zo,Lonzo Ball,14700000,United States,98900,178100,Sports with a ball,,Sports,,Sports,1
855,dukeandduchessofcambridge,Duke and Duchess of Cambridge,13900000,United States,147100,187900,Family,Finance & Economics,Lifestyle,Info/Business,Lifestyle,1
856,min.nicha,MINNIE,4100000,Thailand,468800,640400,Lifestyle,,Lifestyle,,Lifestyle,1
857,kingarturo23oficial,Arturo Vidal,18400000,Italy,87900,141900,Sports with a ball,,Sports,,Sports,1
858,hm_son7,Son HeungMin(손흥민)🇰🇷,7600000,Brazil,213100,346600,Sports with a ball,,Sports,,Sports,1
859,iqbaal.e,Piko - The Forger,13600000,Indonesia,111200,191100,Cinema & Actors/actresses,,Entertainment,,Entertainment,1
860,arcticmonkeys,Arctic Monkeys,4100000,United States,463200,651500,,,,,,0
861,realshadmehr,Shadmehr Aghili,8100000,Iran,236400,329600,,,,,,0
862,laurenlondon,Lauren London,9800000,United States,157300,268800,Cinema & Actors/actresses,Modeling,Entertainment,Beauty/Fashion,Entertainment,1
863,kevinho,KEVINHO,28000000,Brazil,65600,91800,,,,,,0
864,danialves,Daniel Alves,37200000,Brazil,44500,69100,Sports with a ball,,Sports,,Sports,1
865,jordynwoods,HEIR JORDYN,12600000,United States,107200,203000,Modeling,Lifestyle,Beauty/Fashion,Lifestyle,Beauty/Fashion,1
866,felipeneto,Felipe Neto 🦉,16200000,Brazil,112500,159100,Lifestyle,,Lifestyle,,Lifestyle,1
867,floydmayweather,Floyd Mayweather,28400000,United States,51800,90800,Fitness & Gym,,Sports,,Sports,1
868,woozi_universefactory,WOOZI,4000000,Indonesia,543600,646700,,,,,,0
869,sergiroberto,Sergi Roberto,7600000,Spain,215100,339000,Sports with a ball,,Sports,,Sports,1
870,snejanaonopka15,Snejana Onopka,9200000,Brazil,216400,288900,Modeling,,Beauty/Fashion,,Beauty/Fashion,1
871,larray,larri,6700000,United States,262100,384500,Lifestyle,Modeling,Lifestyle,Beauty/Fashion,Lifestyle,1
872,dorra_zarrouk,DORRA درة.,15900000,Egypt,118200,158800,Cinema & Actors/actresses,Fashion,Entertainment,Beauty/Fashion,Entertainment,1
873,keyshiakaoir,Keyshia Ka'oir Davis,7800000,United States,182600,327300,Fitness & Gym,,Sports,,Sports,1
874,bmw,BMW,33700000,Iran,57200,74700,Cars & Motorbikes,,,,,0
875,cnn,CNN,18200000,United States,101100,139500,Shows,Literature & Journalism,Entertainment,Info/Business,Entertainment,1
876,guaynaa,Guaynaa 🧿,6200000,Mexico,264600,408100,,,,,,0
877,jscmila,Jessica Mila Agnesia,22200000,Indonesia,84600,112400,Beauty,Modeling,Beauty/Fashion,Beauty/Fashion,Beauty/Fashion,1
878,sophiedee,Sophie Dee,12400000,United States,153100,203800,Adult content,,,,,0
879,jessica.syj,Jessica Jung,10800000,Indonesia,189500,232400,Modeling,Beauty,Beauty/Fashion,Beauty/Fashion,Beauty/Fashion,1
880,kh1000le,CHENLE ZHONG,1900000,,0,1300000,,,,,,0
881,felicyangelista_,Felicya Angelista,21700000,Indonesia,83300,114700,Family,,Lifestyle,,Lifestyle,1
882,aycaaysinturan,Ayça Ayşin Turan,6000000,Turkey,317900,424100,Cinema & Actors/actresses,,Entertainment,,Entertainment,1
883,mirandacosgrove,Miranda Cosgrove,9800000,Brazil,163700,255700,Cinema & Actors/actresses,Lifestyle,Entertainment,Lifestyle,Entertainment,1
884,kareenakapoorkhan,Kareena Kapoor Khan,9600000,India,210400,262800,Family,Cinema & Actors/actresses,Lifestyle,Entertainment,Lifestyle,1
885,samsmith,Sam Smith,14600000,United States,115300,168900,Fashion,,Beauty/Fashion,,Beauty/Fashion,1
886,jaydacheaves,JAYDA,7700000,United States,110200,326600,Clothing & Outfits,,Beauty/Fashion,,Beauty/Fashion,1
887,ms.sethii,Shilpa Sethi,6500000,United States,255900,387200,Modeling,,Beauty/Fashion,,Beauty/Fashion,1
888,realhinakhan,HK,17300000,India,115100,141700,Cinema & Actors/actresses,,Entertainment,,Entertainment,1
889,_irishbella_,Irish Bella,21300000,Indonesia,92300,114500,Cinema & Actors/actresses,,Entertainment,,Entertainment,1
890,thiagosilva,Thiago Silva,19800000,Brazil,73200,123300,Sports with a ball,,Sports,,Sports,1
891,watanabenaomi703,渡辺直美　Naomi watanabe,9900000,Japan,235200,250500,Cinema & Actors/actresses,Humor & Fun & Happiness,Entertainment,Entertainment,Entertainment,1
892,fifaworldcup,FIFA World Cup,29100000,India,55700,84100,Sports with a ball,,Sports,,Sports,1
893,allusnehareddy,Allu Sneha Reddy,8400000,India,254100,294600,Travel,,Lifestyle,,Lifestyle,1
894,twentyonepilots,twenty one pilots,8500000,United States,229100,291300,,,,,,0
895,soyneiva,Neiva Mara,11900000,Brazil,153700,206400,Adult content,,,,,0
896,yuzi_chahal23,Yuzvendra Chahal,8100000,India,249600,304000,Lifestyle,Sports with a ball,Lifestyle,Sports,Lifestyle,1
897,kyliecosmetics,Kylie Cosmetics,26000000,United States,65100,93700,Beauty,Shopping & Retail,Beauty/Fashion,Beauty/Fashion,Beauty/Fashion,1
898,theamitbhadana,Amit Bhadana ( अमित भड़ाना ),8500000,India,239100,294800,Shows,,Entertainment,,Entertainment,1
899,ridwankamil,Ridwan Kamil,19000000,Indonesia,85100,130000,Literature & Journalism,Business & Careers,Info/Business,Info/Business,Info/Business,1
900,arashi_5_official,ARASHI,4400000,Japan,554200,580200,,,,,,0
901,bumkeyk,SHINee KEY,9300000,Indonesia,221700,266000,,,,,,0
902,dearra,De'arra Taylor,6300000,United States,158600,395600,,,,,,0
903,ansufati,Ansu Fati,9000000,Spain,180200,273300,Sports with a ball,Winter sports,Sports,Sports,Sports,1
904,haniaheheofficial,Hania Aamir 哈尼亚·阿米尔,6000000,Pakistan,360400,413200,Beauty,Lifestyle,Beauty/Fashion,Lifestyle,Beauty/Fashion,1
905,baifernbah,baifernbah,11200000,Indonesia,171100,216800,Lifestyle,,Lifestyle,,Lifestyle,1
906,raisa6690,,33200000,Indonesia,46800,73000,,,,,,0
907,jacksepticeye,Jacksepticeye,7900000,United States,268200,311500,Computers & Gadgets,Machinery & Technologies,Tech/Gaming,Tech/Gaming,Tech/Gaming,1
908,karolsevillaofc,KAROL SEVILLA,15100000,Brazil,127100,160700,Cinema & Actors/actresses,,Entertainment,,Entertainment,1
909,nidhhiagerwal,Nidhhi Agerwal 🌟,25400000,India,79200,94700,Cinema & Actors/actresses,Modeling,Entertainment,Beauty/Fashion,Entertainment,1
910,riyadmahrez26.7,RM26,9200000,Algeria,206500,266000,Sports with a ball,,Sports,,Sports,1
911,nadin_serovski,Nadin Serovski,9400000,Russia,189300,259300,Family,Lifestyle,Lifestyle,Lifestyle,Lifestyle,1
912,jasonderulo,Jason Derulo,10400000,United States,162100,232100,,,,,,0
913,veradijkmans,Vera Dijkmans,5500000,United States,316900,445400,Adult content,,,,,0
914,nashgrier,Nash Grier,12600000,United States,106300,189900,Lifestyle,Modeling,Lifestyle,Beauty/Fashion,Lifestyle,1
915,fadiljaidi,Fadil Jaidi,7900000,Indonesia,204200,306900,Lifestyle,,Lifestyle,,Lifestyle,1
916,farhaddddddd,Farhad Majidi,3600000,Iran,475400,786500,Sports with a ball,,Sports,,Sports,1
917,landonorris,Lando Norris,5700000,Italy,334300,421200,Racing Sports,Cars & Motorbikes,Sports,,Sports,1
918,sabinahidalgo,Sabina Hidalgo,4800000,Brazil,427100,512500,Lifestyle,,Lifestyle,,Lifestyle,1
919,sofia9__official,SOFIA ANSARI,9100000,India,193100,268800,Lifestyle,Cinema & Actors/actresses,Lifestyle,Entertainment,Lifestyle,1
920,canyaman,Can Yaman,10000000,Italy,197900,246200,Cinema & Actors/actresses,Modeling,Entertainment,Beauty/Fashion,Entertainment,1
921,kashikakapoor09,Kashika Kapoor,9600000,Indonesia,236100,254500,Beauty,Lifestyle,Beauty/Fashion,Lifestyle,Beauty/Fashion,1
922,ykaaar,Damiano David/Måneskin,5200000,Italy,336700,462000,Cinema & Actors/actresses,,Entertainment,,Entertainment,1
923,jimena.jimenezr,Jimena,5900000,Mexico,281500,406500,,,,,,0
924,gongyoo_official,공유 gongyoo official,3600000,Indonesia,531800,668000,Lifestyle,,Lifestyle,,Lifestyle,1
925,lilpump,Lil Pump,15000000,United States,100600,157500,,,,,,0
926,reynmen,reyn,7100000,Turkey,264800,337400,Cinema & Actors/actresses,,Entertainment,,Entertainment,1
927,soycintiacossio,Cintia Cossio,5700000,Colombia,335300,418700,Modeling,Adult content,Beauty/Fashion,,Beauty/Fashion,1
928,pefabiodemelo,Fábio de Melo,25700000,Brazil,61000,92200,Lifestyle,,Lifestyle,,Lifestyle,1
929,urassayas,Urassaya Sperbund,11900000,Thailand,160100,194900,Cinema & Actors/actresses,Modeling,Entertainment,Beauty/Fashion,Entertainment,1
930,ashleygraham,A S H L E Y  G R A H A M,19000000,United States,92700,122600,Modeling,,Beauty/Fashion,,Beauty/Fashion,1
931,_chaechae_1,김채원 (CHAEWON),2800000,South Korea,696800,838200,Lifestyle,,Lifestyle,,Lifestyle,1
932,maxverstappen1,Max Verstappen,9100000,United States,195900,257600,Racing Sports,,Sports,,Sports,1
933,antony00,Antony Santos,4000000,Brazil,322400,595700,Sports with a ball,,Sports,,Sports,1
934,gun_atthaphan,ATp,5600000,Indonesia,349300,418100,Lifestyle,,Lifestyle,,Lifestyle,1
935,sinavaliollah,Sina Valiollah,7300000,Iran,256200,323200,Shows,,Entertainment,,Entertainment,1
936,moneybaggyo,Certified Speaker,8400000,United States,119000,283900,Lifestyle,,Lifestyle,,Lifestyle,1
937,hannahelzahed,Hannah El-Zahed,18100000,Egypt,103900,128500,Cinema & Actors/actresses,,Entertainment,,Entertainment,1
938,hasnaink07,Hasnain khan,13100000,India,143300,179300,,,,,,0
939,cobratate,Emory Andrew Tate III,4700000,Romania,311000,506800,Lifestyle,Racing Sports,Lifestyle,Sports,Lifestyle,1
940,burnaboygram,Burna Boy,11400000,Nigeria,110600,203100,,,,,,0
941,eunbining0904,박은빈,2900000,South Korea,690100,814700,,,,,,0
942,fortnite,Fortnite,25700000,United States,76300,90200,Computers & Gadgets,,Tech/Gaming,,Tech/Gaming,1
943,armaanmalik,ARMAAN MALIK 🧿,13200000,India,151600,175600,,,,,,0
944,julienco_,! Julian,6400000,Germany,294100,362300,Lifestyle,Family,Lifestyle,Lifestyle,Lifestyle,1
945,_hakkencoser_,Hakken 八犬,3700000,United States,511800,625400,Photography,Modeling,Lifestyle,Beauty/Fashion,Lifestyle,1
946,juliabarretto,Julia,11200000,Philippines,159300,203700,Cinema & Actors/actresses,Lifestyle,Entertainment,Lifestyle,Entertainment,1
947,bugatti,BUGATTI,16700000,United States,100800,136400,Cars & Motorbikes,Luxury,,Beauty/Fashion,Beauty/Fashion,1
948,joerogan,Joe Rogan,15600000,United States,105500,147200,Humor & Fun & Happiness,Cinema & Actors/actresses,Entertainment,Entertainment,Entertainment,1
949,mccabelinho,LITTLE HAIR,5400000,Brazil,218900,431900,Lifestyle,,Lifestyle,,Lifestyle,1
950,strangehuman,nova,4300000,United States,0,540100,Lifestyle,,Lifestyle,,Lifestyle,1
951,tontawan,ตู / t u 🌻(•ө•)ෆ⃛,3800000,Thailand,459100,603800,Beauty,Lifestyle,Beauty/Fashion,Lifestyle,Beauty/Fashion,1
952,danielricciardo,Daniel Ricciardo,7300000,United States,238300,309400,Racing Sports,,Sports,,Sports,1
953,ginaindelicada,Gina Indelicada,11300000,Brazil,97300,199400,Humor & Fun & Happiness,,Entertainment,,Entertainment,1
954,tovinothomas,Tovino⚡️Thomas,7000000,India,179100,321700,Cinema & Actors/actresses,,Entertainment,,Entertainment,1
955,timatiofficial,13,18500000,Russia,91500,121400,Fitness & Gym,Lifestyle,Sports,Lifestyle,Sports,1
956,jayshetty,Jay Shetty,11600000,United States,152500,192600,Literature & Journalism,Trainers & Coaches,Info/Business,Sports,Info/Business,1
957,camilacoelho,CAMILA COELHO,9900000,Brazil,107000,228800,Shows,,Entertainment,,Entertainment,1
958,becaa_barreto,Rebeca 🌙,9900000,Brazil,119800,228600,Lifestyle,,Lifestyle,,Lifestyle,1
959,prideofgypsies,Jason Momoa,17100000,United States,101300,130000,Cinema & Actors/actresses,,Entertainment,,Entertainment,1
960,raffinagita1717,Raffi Ahmad and Nagita Slavina,64000000,Indonesia,23800,34800,Shows,,Entertainment,,Entertainment,1
961,artmodel.one,Юлечка💖Digital Art,7200000,India,241600,313500,,,,,,0
962,brycehall,Bryce Hall,7200000,United States,242100,311000,,,,,,0
963,silambarasantrofficial,Silambarasan TR,10200000,India,169600,216600,Shows,Lifestyle,Entertainment,Lifestyle,Entertainment,1
964,bowerjamie,ᴊᴀᴍɪᴇ ᴄᴀᴍᴘʙᴇʟʟ ʙᴏᴡᴇʀ,5500000,Italy,302600,403400,Cinema & Actors/actresses,,Entertainment,,Entertainment,1
965,jordialbaoficial,Jordi Alba,14600000,Spain,103900,150200,Sports with a ball,,Sports,,Sports,1
966,violets.tv,Violet Summers,13800000,Italy,118000,162200,Adult content,,,,,0
967,nameisnani,Nani,5300000,India,387200,418000,Humor & Fun & Happiness,Cinema & Actors/actresses,Entertainment,Entertainment,Entertainment,1
968,tommyinnit,TommyInnit,3500000,France,567800,640400,Shows,Cinema & Actors/actresses,Entertainment,Entertainment,Entertainment,1
969,porsche,Porsche,26800000,United States,63500,81200,Cars & Motorbikes,,,,,0
970,lynaritaa,Lyna Perez,9000000,United States,186700,246700,Lifestyle,,Lifestyle,,Lifestyle,1
971,tarasutaria,TARA💫,8100000,India,215700,271700,Cinema & Actors/actresses,,Entertainment,,Entertainment,1
972,thibautcourtois,Thibaut Courtois,11000000,Spain,135200,196300,Sports with a ball,,Sports,,Sports,1
973,rubyrose,Ruby Rose,20100000,United States,82000,108300,Modeling,,Beauty/Fashion,,Beauty/Fashion,1
974,joesthetics,Jo Lindner,7600000,India,190000,289600,Fitness & Gym,,Sports,,Sports,1
975,brfootball,Bleacher Report Football,12600000,United States,105700,170900,Sports with a ball,,Sports,,Sports,1
976,kaka,Kaká,18800000,Brazil,70200,114700,Sports with a ball,,Sports,,Sports,1
977,therealjosephmorgan,Joseph Morgan,8000000,Brazil,219800,275100,Cinema & Actors/actresses,Lifestyle,Entertainment,Lifestyle,Entertainment,1
978,marioruiz,Mario Ruiz,6200000,Mexico,224100,349700,Lifestyle,,Lifestyle,,Lifestyle,1
