rank,name,followers,er,country,topic_of_influence,potential_reach,unified_category,handle
37,HicksMarvin | Marvin Teufl,416700,2.0,Austria,Entertainment and Music,125000,Music,@hicksmarvin
38,emilia,411500,,Austria,,123500,,@hey_its_emi_
39,Doniaelhelw,404900,,Austria,,121500,,@doniaelhelw
40,juliachavanne,402900,,Austria,Fitness and Health,120900,Lifestyle,@juliachavanne
41,AMELIEBRRR🐣,390200,,Austria,,117100,,@ameliebrrr
42,ÖFB,387500,,Austria,,116300,,@oefb1904
43,Tony Z. Chen,381000,,Austria,,114300,,@tonyzchen
44,Clemens Graf von Hoyos,363700,,Austria,,109100,,@kniggeakademie
45,Kat,362100,,Austria,,108600,,@katpacher
46,خواطر اسلامية,354000,,Austria,,106200,,@hazem_taan_1
47,mk_creative,353300,0.1,Austria,Photography,106000,Music,@mk_creative
48,Eldin_S7,335000,,Austria,,100500,,@eldin_s7
49,fabi.enne0805,331400,,Austria,Entertainment and Music,99400,Music,@fabi.enne0805
50,martyaustria,326100,,Austria,Entertainment and Music Funny,97800,Music,@martyaustria
51,@كائن الريهام😎🔥,325900,,Austria,,97800,,@rihamkhalid183
52,Noah,325400,0.4,Austria,,97600,,@noahgusi
53,Lena,320100,,Austria,,96000,,@justtrustmeiknow
54,Tabea Lehner,317100,,Austria,Entertainment and Music,95100,Music,@tabealehner
55,Hanna 🤍,304800,,Austria,Entertainment and Music,91400,Music,@hannexa
56,🅱️ a z z l e r o,304400,9.0,Austria,Entertainment and Music,91300,Music,@bazzlero
57,Benni Wolf,303700,,Austria,Funny Life and Society,91100,Lifestyle,@benniiwolf
58,Azu,296600,,Austria,,89000,,@azuka_on_tiktok
59,Tirolerschmäh,294000,0.1,Austria,,88200,,@tirolerschmaeh
60,Hamodyyyy🖤🔥,289500,,Austria,,86900,,@hamody_20_7
61,No Way Out Escape,287700,,Austria,,86300,,@nowayoutescape
62,Zeit im Bild - ZIB,287300,0.8,Austria,,86200,,@zeitimbild
63,Lissy,287200,,Austria,,86200,,@lissytagebuch
64,Nathan Trent,266500,,Austria,,80000,,@uptrent
65,Mattiiiodersooo,263600,,Austria,Entertainment and Music,79100,Music,@mattiiiodersooo
66,Mostafa Mohamed,263300,,Austria,,79000,,@mustafamohamed.11
67,✨BENU✨,263000,0.1,Austria,,78900,,@benuofficiaal
68,𝑊𝑜𝑟𝑘𝑖𝑛𝑔𝑑𝑜𝑔𝑠 🇦🇹,260900,,Austria,Animals,78300,Lifestyle,@frano91
69,amy9x19,260900,,Austria,Education Upskilling,78300,Info/Business,@amy9x19
70,Austriasginger,259900,,Austria,,78000,,@austriasginger
71,NoooN,258500,0.8,Austria,Entertainment and Music,77600,Music,@jeffxchris
72,Charly Schwarz,257800,,Austria,,77300,,@charly_schwarz
73,Gibly,253000,0.7,Austria,Animation and Cosplay,75900,Entertainment,@giblynow
74,مقتطفات+18😉,251900,0.1,Austria,,75600,,@jalals.tv
75,Izudin Vejzovic,238000,0.1,Austria,Entertainment and Music,71400,Music,@isko.izudin
76,SAM,235600,0.2,Austria,,70700,,@samscheri
77,Edith Mair,233700,,Austria,Beauty and Self Care Fashion and Accessories,70100,Beauty/Fashion,@edithmair
78,majaaurell,232000,,Austria,,69600,,@majaaurell
79,Ardik7,229300,,Austria,,68800,,@ardiiiii.k
80,JZ_VIE,229100,,Austria,,68700,,@jz_vie
81,PE 🇦🇹,227700,0.5,Austria,,68300,,@haqpyman
82,florianmacek,227700,,Austria,,68300,,@florianmacek
83,𝕊𝕨𝕚𝕝𝕝,227400,,Austria,,68200,,@swill_123
84,Yorman Sc,226800,0.1,Austria,,68000,,@yorman_r.r
85,alexej hauser,223300,5.5,Austria,,67000,,@alexejhauser
86,austrianrock,222300,,Austria,Fitness and Health Sports,66700,Sports,@austrianrock333
87,uros veljic,220100,,Austria,,66000,,@ksi.highlight
88,fcredbullsalzburg,219300,,Austria,,65800,,@fcredbullsalzburg
89,_Natalie_,218800,,Austria,,65600,,@allofnatalie
90,Stojo,208500,0.5,Austria,,62600,,@stojo_official
91,أمير بكلمتي,207400,0.1,Austria,,62200,,@mardini710
92,Patrick,206800,,Austria,,62000,,@just_patrick__
93,САВАННА,206200,,Austria,,61900,,@mur_the_cat
94,FeiziBine,206200,,Austria,,61900,,@feizibine
95,𝓑𝓪𝓻𝓫𝓲𝓮,206000,,Austria,,61800,,@_barbiee_3
96,Marcel,203600,,Austria,,61100,,@soulofthehades
97,عووماأر⚽️🔥🔥,198400,,Austria,,59500,,@omarmahmoud1911
98,max.drama,197700,0.2,Austria,,59300,,@max.dramaa
99,paulo.jani,196500,,Austria,,59000,,@paulo.jani
100,ⒶⓁⒺⓀⓈ,196100,,Austria,Entertainment and Music,58800,Music,@handyhinwohin.at
1,Ale Pinedo,4200000,,Bolivia,,1300000,,@alepinedotv
2,Alex SG. Lyrics♪,2500000,,Bolivia,,750000,,@alex___sg
3,𝙘𝙤𝙥𝙮 𝙘𝙖𝙩,2300000,,Bolivia,,690000,,@juli_antecam
4,Carlos Marquina,1300000,,Bolivia,Entertainment and Music,390000,Music,@carlosmarquina
5,Minecraft Picraftsso,1300000,0.3,Bolivia,Arts and Crafts DIY and Life Hacks,390000,Lifestyle,@picraftsso
6,YOSSU,1000000,,Bolivia,,300000,,@yossuvalerioo
7,Eduardo Escobar,980100,,Bolivia,,294000,,@eduescobar11
8,Ferjin💜,969300,,Bolivia,Entertainment and Music,290800,Music,@ferjin010
9,SOYFENIX,965500,,Bolivia,,289700,,@soy.fenix
10,A tu rollo,892500,,Bolivia,,267800,,@a_tu_rollosczbo
11,𝓓𝓪𝓿𝓲 🤍,874100,,Bolivia,Nature,262200,Lifestyle,@daviartl
12,LuisLuchoVLogs,859500,,Bolivia,,257900,,@luislucho_vlogs
13,Betza Bot,856700,0.1,Bolivia,,257000,,@ff_betzaaa
14,King Paz,837300,0.1,Bolivia,,251200,,@kingpaz_oficial
15,Nagueli_1,819700,,Bolivia,Travel,245900,Lifestyle,@nagueli
16,Paluleos paluleos,804100,,Bolivia,,241200,,@paluleos2
17,Yarit,797200,0.1,Bolivia,Entertainment and Music,239200,Music,@yaritmusica
18,BTSANTO🇧🇴,794800,,Bolivia,,238400,,@btsanto_
19,Fernando Villarroel,792600,0.1,Bolivia,,237800,,@ferchovillarroel
20,Jime,775800,,Bolivia,,232700,,@jimenasuarezv
21,Paisanitas 🤗🇧🇴,775700,0.2,Bolivia,,232700,,@valeriapaisanita
22,@soyluciAn’S,771900,0.5,Bolivia,,231600,,@lucianamunoz7857
23,Anabel Angus,766500,,Bolivia,,230000,,@anabelangusa
24,Haruu_xdd,755000,,Bolivia,,226500,,@haruu_414
25,Middagh,736000,0.1,Bolivia,,220800,,@eimimiddagh
26,Daniela Galvan M.,720900,,Bolivia,,216300,,@danielagalvanmolina
27,🇦🇹 🇧🇴🇳🇬 SCZ LEO❤️,698500,0.1,Bolivia,,209600,,@scz_leo1
28,mavis..70,693500,,Bolivia,,208100,,@mavis..70
29,Raion,665800,,Bolivia,Entertainment and Music,199700,Music,@theraionmc
30,Maria Rene Leaños,657400,,Bolivia,,197200,,@rene_0002
31,Ceci ✨,656200,0.3,Bolivia,,196900,,@ceciliaanayaa
32,Jose Maria Nuñez Lop,652600,0.1,Bolivia,,195800,,@josema2197
33,ff_D!€GU!TO_ff,650600,0.2,Bolivia,,195200,,@ff_thdiego
34,⛩⬛🈲️ANIMA🈲️⬛⛩,650500,0.2,Bolivia,,195200,,@anima.f7
35,David Mercado,642800,,Bolivia,,192800,,@davidmercadop
36,Cristian Quino,639100,,Bolivia,,191700,,@quino27_7
37,Librada Vergara,613800,,Bolivia,,184100,,@libradavergara4
38,🎶 Yoana ✨,608100,0.2,Bolivia,,182400,,@_..yoana_..music
39,Ana Ormeño,596300,,Bolivia,Travel,178900,Lifestyle,@anaormeno
40,cake_boss0,591800,,Bolivia,,177500,,@cake_boss0
41,𝐀𝐧𝐭𝐨𝐧𝐲,589700,,Bolivia,Photography,176900,Music,@antony_sau1
42,Gabriel Justiniano,585700,0.1,Bolivia,,175700,,@elgaboooo0
43,Alex ozu♥️💥,577900,,Bolivia,,173400,,@alexozusoge12
44,ElBoliviano,565900,,Bolivia,,169800,,@e.p.r.s
45,Kevin Valencia,557000,0.2,Bolivia,Education,167100,Info/Business,@valenciak7
46,gatocringe,552100,,Bolivia,,165600,,@gatocringe211
47,Edson Castro,542300,0.2,Bolivia,,162700,,@soypapiedson
48,🌈 Nico Arnez 🌟,531700,,Bolivia,,159500,,@nicoarnezz
49,Cesar Mollinedo,524300,,Bolivia,,157300,,@cesarwithyou2
50,ＬＵＣＫＥＲღᴳ,521900,,Bolivia,,156600,,@lucker_cocalero
51,Jonathan Bacana,520000,0.2,Bolivia,Video Gaming,156000,Tech/Gaming,@jonathanbacana6
52,Ana Laura Franco Sua,516800,,Bolivia,,155000,,@anafrancosrz
53,Natalia T,512200,,Bolivia,,153700,,@nattoledop
54,RED UNO DE BOLIVIA,492300,,Bolivia,Entertainment and Music,147700,Music,@redunotv
55,Jhoanna22,491800,,Bolivia,,147500,,@jhoanna22_
56,Khail,491600,0.6,Bolivia,,147500,,@khail_27
57,Ainhoa Agreda,488600,,Bolivia,,146600,,@babynhoauwu
58,useranime_Naruto_,483800,,Bolivia,,145100,,@useranime_naruto_oficial
59,𝒜𝒷𝒷𝓎🤍,461700,0.1,Bolivia,,138500,,@abigailriosnieve
60,Anavacortes,459800,,Bolivia,,137900,,@anavacortes
61,亚瑟 arthur,444100,,Bolivia,,133200,,@dt8arthur
62,PANÉ CONTRERAS,437600,0.2,Bolivia,,131300,,@_el_pana_futbol_
63,Gilmar Zambrana,424700,,Bolivia,,127400,,@gigito_max1
64,Hache.,421300,,Bolivia,,126400,,@_hache__
65,Daniel Cuéllar,413700,,Bolivia,,124100,,@d4niel_cuell4r
66,Sun Ho,412800,,Bolivia,,123800,,@ritodeviluke3
67,Luz cruz 2117,411300,,Bolivia,,123400,,@luzcruz2117
68,Ruby Avila,401500,,Bolivia,,120500,,@rubyavilauriona
69,Patricia Pedraza,394300,,Bolivia,,118300,,@patriciapedraza58
70,🌻🌷marina carrim🌹🌺,394100,0.5,Bolivia,,118200,,@marimend177
71,Tumblr. Its,389200,0.1,Bolivia,,116800,,@tumblr114
72,KIRYNG,388000,,Bolivia,,116400,,@kiryng
73,David palacios,386800,,Bolivia,,116000,,@alanw131david
74,Sergio Gumiel,383500,,Bolivia,,115100,,@sergiogumiel
75,Jahiron Bascopé,371900,0.1,Bolivia,Photography,111600,Music,@jahironfotografia
76,Tik toker,371200,1.6,Bolivia,,111400,,@ntl_ex
77,Noemi Ramos,368000,,Bolivia,,110400,,@noemiramos027
78,ani_diybts,367000,0.6,Bolivia,DIY and Life Hacks,110100,Lifestyle,@ani_diybts
79,carolcarla_megaruffo,366100,,Bolivia,,109800,,@megaruffo_carolcarla
80,videosdeterror64,366100,,Bolivia,,109800,,@videosdeterror.666
81,Moira Armella Barriga,365100,,Bolivia,,109500,,@moibarriga
82,kinyocassidy,363800,,Bolivia,Pets,109100,Lifestyle,@kinyocassidy
83,⚡Soy_Hilda🥰🌹,358500,0.3,Bolivia,,107600,,@soy_hilda1
84,Pelusita123,357200,,Bolivia,Pets,107200,Lifestyle,@pelu123
85,Alvinich,356200,0.5,Bolivia,,106900,,@alvinicho
86,mamensaavedra,352000,0.6,Bolivia,,105600,,@mamensaavedra
87,RanitaAlva,346400,,Bolivia,Pets,103900,Lifestyle,@ranitaalva
88,frederick.kelley,344400,,Bolivia,,103300,,@frederick.kelley
89,Izumi_Jamado,342900,0.1,Bolivia,,102900,,@izumi_jamado
90,GonzaloXZ,340100,5.5,Bolivia,,102000,,@gonzaloxz
91,Nicol Michel,336700,,Bolivia,,101000,,@nicolmichelq
92,Haru_xd,335800,,Bolivia,,100700,,@haruu_xd
93,Juan Vargas,334900,,Bolivia,,100500,,@simpply.juan
94,Bryan Limon,333700,,Bolivia,,100100,,@lemonsvet
95,✨ 𝓐𝓝𝓓𝓡𝓔𝓐 ✨,331300,0.3,Bolivia,Entertainment and Music,99400,Music,@andreaferrada976
96,Abuelita Divertida 🇧🇴🇧🇴,329900,,Bolivia,,99000,,@abuelitadivertidajr
97,Daniela Rodriguez,328300,,Bolivia,,98500,,@soydanyelamx
98,Nikokoro,327200,0.4,Bolivia,,98200,,@nofun.com
99,Roxeth,319800,,Bolivia,,95900,,@roxeth_a
100,CAMI,319700,,Bolivia,,95900,,@camilanenos
1,beca,29200000,1.0,Brazil,Travel,8800000,Lifestyle,@beca
2,+a,19700000,0.6,Brazil,Arts and Crafts,5900000,Entertainment,@maisa
3,Ingrid Ohara,17100000,0.7,Brazil,Entertainment and Music,5100000,Music,@ingridohara
4,Luísa Sonza,16300000,0.7,Brazil,Music,4900000,Music,@luisasonza
5,Felipe Neto,15500000,,Brazil,,4700000,,@felipeneto
6,Emilly Vick,15300000,,Brazil,Fashion and Accessories Beauty and Self Care,4600000,Beauty/Fashion,@emillyvickof
7,LK,14500000,,Brazil,Arts and Crafts,4400000,Entertainment,@lkzinhu
8,nilson ☻,13300000,,Brazil,Entertainment and Music,4000000,Music,@nilsonneto
9,marcelotwelve,11700000,,Brazil,,3500000,,@marcelotwelve
10,Isaías,11200000,,Brazil,Entertainment and Music Funny Acting and Drama,3400000,Music,@isaias
11,Netflix Brasil,10200000,,Brazil,Entertainment and Music,3100000,Music,@netflixbrasil
12,Celso Portiolli,9800000,,Brazil,,2900000,,@portiolli
13,Gabriela Moura,9400000,3.6,Brazil,,2800000,,@gabimfmoura
14,TikTok Brasil,9300000,,Brazil,Entertainment and Music,2800000,Music,@tiktokbrasil
15,Ananda,9200000,,Brazil,Entertainment and Music,2800000,Music,@ananda
16,Raissa Chaddad,8900000,,Brazil,Acting and Drama,2700000,Entertainment,@raissachaddad
17,Victtória Medeiros,8800000,2.7,Brazil,,2600000,,@victtoriamedeiros
18,Simaria,8700000,0.1,Brazil,,2600000,,@simaria
19,lisa,8500000,,Brazil,,2600000,,@lisabarcelox
20,Jeipy,8100000,0.1,Brazil,Education Entertainment and Music,2400000,Music,@j3ipy_
21,João Ferdnan,7700000,0.1,Brazil,Entertainment and Music,2300000,Music,@joaoferdnan
22,Jojo Todynho,7500000,,Brazil,,2300000,,@jojotodynho
23,Humorista Talokudo,7200000,,Brazil,Funny,2200000,Entertainment,@talokudo
24,Kau,7100000,,Brazil,,2100000,,@kauanahofem
25,Thiago Ventura,6900000,,Brazil,Entertainment and Music Funny Celebrity,2100000,Music,@othiagoventura
26,Mateus Pain,6800000,0.3,Brazil,Entertainment and Music,2000000,Music,@mateuspain
27,yaszou,6700000,,Brazil,Fashion and Accessories,2000000,Beauty/Fashion,@yaszou
28,LOUD Mii,6500000,,Brazil,Entertainment and Music,2000000,Music,@loud_mi
29,Juliana Paiva,6400000,1.1,Brazil,Acting and Drama Celebrity,1900000,Entertainment,@juuliana_paiva
30,taby,5800000,,Brazil,Fashion and Accessories,1700000,Beauty/Fashion,@tabyoriginal
31,Aninha Pereira,5700000,,Brazil,Arts and Crafts,1700000,Entertainment,@aninha
32,Ramana Borba,5600000,,Brazil,,1700000,,@ramanaborba
33,Júlio Cocielo,5400000,0.1,Brazil,Entertainment and Music,1600000,Music,@cocielo
34,Tami,5200000,,Brazil,Fitness and Health,1600000,Lifestyle,@tamiriarodrigues
35,Amanda Araújo,5100000,1.6,Brazil,Entertainment and Music,1500000,Music,@_amanndaraujo
36,Edivando Junior,5100000,2.4,Brazil,Entertainment and Music,1500000,Music,@ediqueixinho
37,Carol Chamberlain,5100000,,Brazil,Acting and Drama,1500000,Entertainment,@carolchamberlain
38,Daniele Lopes,5000000,,Brazil,,1500000,,@danielelopes.s
39,Ana Julia Mallmann ✨,5000000,,Brazil,,1500000,,@ana_mallmann_
40,Bruna Louise,5000000,,Brazil,,1500000,,@abrunalouise
41,Dani Russo,5000000,,Brazil,Entertainment and Music,1500000,Music,@danirussotv
42,doarda,4900000,,Brazil,Life and Society Travel,1500000,Lifestyle,@doarda
43,Laizza,4900000,,Brazil,,1500000,,@laizza
44,Marina Ruy Barbosa,4900000,,Brazil,,1500000,,@marinaruybarbosa
45,Marvin,4900000,,Brazil,Entertainment and Music,1500000,Music,@marvinlaqueen
46,Davi Kneip,4600000,,Brazil,,1400000,,@davikneip
47,Tailane Garcia,4600000,,Brazil,Funny,1400000,Entertainment,@tailanegarcia
48,Bia,4600000,,Brazil,Funny,1400000,Entertainment,@magicardb
49,TNT Sports Brasil,4600000,,Brazil,Sports,1400000,Sports,@tntsportsbr
50,@julyanadaiane,4600000,,Brazil,Romance and Wedding,1400000,Lifestyle,@julyanadaiane
51,Big Brother Brasil,4400000,,Brazil,,1300000,,@bbb
52,Luan Santana,4400000,,Brazil,Entertainment and Music,1300000,Music,@luansantana
53,Wesley Safadão,4300000,,Brazil,Entertainment and Music,1300000,Music,@wesleysafadao
54,Castro Brothers,4200000,,Brazil,Entertainment and Music Funny,1300000,Music,@castrobrothersoficial
55,Sil konce,4200000,,Brazil,Entertainment and Music Funny,1300000,Music,@silkonce
56,Andressah Catty,4100000,,Brazil,Education,1200000,Info/Business,@andressahcatty
57,Agatha Moreira,4100000,0.1,Brazil,,1200000,,@agathaamoreiraa
58,amorporeceitas,4000000,,Brazil,,1200000,,@amorporeceitas
59,Caio Pericinoto,3900000,,Brazil,Entertainment and Music Funny,1200000,Music,@caiopericinoto
60,C A M E R A B R O,3800000,0.7,Brazil,Photography,1100000,Music,@camera_bro
61,Corinthians,3700000,0.6,Brazil,Sports,1100000,Sports,@corinthians
62,Alice Oliveira 💕,3600000,,Brazil,Acting and Drama,1100000,Entertainment,@alicereja
63,Gabby B,3600000,,Brazil,Entertainment and Music,1100000,Music,@gabbyb_music
64,Sam Bechara,3500000,,Brazil,Entertainment and Music,1100000,Music,@sambechara_
65,Caciano Kuffel,3500000,0.1,Brazil,Arts and Crafts Entertainment and Music,1100000,Music,@cacianok
66,Thay Couto,3500000,,Brazil,Entertainment and Music,1100000,Music,@thaycouuto
67,Matheus Theodoro,3400000,,Brazil,Entertainment and Music Funny,1000000,Music,@matheus_theodoro
68,South America Memes,3300000,,Brazil,,990000,,@southamericamemes
69,GrandeGringoBranco,3300000,0.1,Brazil,,990000,,@grandegringobranco
70,Isa Paoli,3200000,,Brazil,Funny,960000,Entertainment,@isapaoli
71,Caio Oliveira,3200000,,Brazil,,960000,,@caioliveiralex
72,Manoella Campello,3100000,,Brazil,,930000,,@manoellacampello
73,Sophia Blair,3100000,2.3,Brazil,Entertainment and Music,930000,Music,@sophiablairr
74,CALL ME LUCAS 🇧🇷,3100000,,Brazil,Entertainment and Music,930000,Music,@00h.03m
75,Barbie Boy Maiderson,3100000,,Brazil,Entertainment and Music,930000,Music,@barbieboymaiderson
76,Ju Araújo,3100000,,Brazil,Entertainment and Music,930000,Music,@ajuaraujo
77,Laura Fernandes,3000000,,Brazil,,900000,,@lauriinhafeer
78,Kim RosaCuca,3000000,,Brazil,Entertainment and Music,900000,Music,@kimrosacuca
79,Wiris Viana,3000000,0.1,Brazil,Entertainment and Music,900000,Music,@wirisvianaofficial
80,nilsinho,2900000,,Brazil,Entertainment and Music,870000,Music,@nilsonnetu
81,Cleane Fontenele,2900000,,Brazil,,870000,,@cleanefonteneletv
82,Gabrielmatss,2800000,,Brazil,,840000,,@don_gbzin
83,Matheus Mazzola,2800000,,Brazil,Outdoor Activity,840000,Lifestyle,@m.mazzola
84,Sabrina Bruna,2800000,4.4,Brazil,,840000,,@sabrinatattoo
85,Gustax ✨,2800000,,Brazil,Entertainment and Music Funny,840000,Music,@gustaxoficial
86,Otaviano Costa,2700000,,Brazil,Entertainment and Music,810000,Music,@otaviano
87,Ingrid Guimaraes,2700000,,Brazil,Acting and Drama Funny,810000,Entertainment,@ingridguimaraesoficial
88,Jalex,2700000,1.4,Brazil,,810000,,@jalexrosa
89,Samsung Brasil,2600000,0.2,Brazil,Product Showcase,780000,Beauty/Fashion,@samsungbrasil
90,Manual do Mundo,2600000,,Brazil,Education DIY and Life Hacks,780000,Info/Business,@manualdomundo
91,Mustache,2600000,,Brazil,Food Travel,780000,Lifestyle,@reviewsdomustache
92,Júlia Gava,2600000,,Brazil,Acting and Drama,780000,Entertainment,@itsjuli4_
93,Chloe Marie Dubois,2600000,0.1,Brazil,,780000,,@chloemariedub
94,Raylla fachin,2600000,,Brazil,,780000,,@rayllafachin33
95,Marcus Majella,2600000,0.1,Brazil,,780000,,@marcusmajella
96,Fãs do Cláudio Duarte,2600000,,Brazil,family,780000,Lifestyle,@claudioduarteoficial0
97,Arthur e Letícia,2500000,,Brazil,,750000,,@loucurasdeumcasal_
98,Podologa Kelly Freitas 🦶🏽,2500000,,Brazil,Beauty and Self Care,750000,Beauty/Fashion,@podologakellyfreitas
99,Felipe Prior,2400000,,Brazil,Arts and Crafts,720000,Entertainment,@eumesmofelipeprior
100,rio,2400000,,Brazil,Entertainment and Music,720000,Music,@rio.tew
1,Ryan Reynolds,22900000,8.5,Canada,,6900000,,@vancityreynolds
2,Eh Bee Family,11000000,,Canada,family Entertainment and Music Funny,3300000,Music,@ehbeefamily
3,Brooklynne Webb,10900000,,Canada,,3300000,,@xobrooklynne
4,Kim Migneault,10300000,,Canada,Entertainment and Music,3100000,Music,@kimmigneault
5,Howie Mandel,9700000,,Canada,Entertainment and Music,2900000,Music,@officialhowiemandel
6,Eric Struk,7700000,,Canada,Entertainment and Music,2300000,Music,@ericstruk
7,Shay Mitchell,7200000,,Canada,,2200000,,@shaymitchell
8,Dan Shaba,6300000,0.2,Canada,Food DIY and Life Hacks,1900000,Lifestyle,@danshaba
9,Aileenchristineee,5900000,,Canada,Entertainment and Music,1800000,Music,@aileenchristineee
10,Basement Gang,5400000,0.1,Canada,,1600000,,@basementgang
11,Nick Eh 30,4600000,,Canada,,1400000,,@nickeh30
12,Mark,3900000,0.8,Canada,,1200000,,@markcannatarofilms
13,joey :),3800000,,Canada,,1100000,,@joewoahy
14,Samantha & Madeleine,3500000,,Canada,Entertainment and Music Funny,1100000,Music,@caleontwins
15,Olympus Great Danes,3400000,,Canada,Pets,1000000,Lifestyle,@olympusgreatdanes
16,Aylex Thunder™,3300000,,Canada,,990000,,@aylextv
17,Walk off the Earth,3100000,,Canada,Entertainment and Music Outdoor Activity,930000,Music,@walkofftheearth
18,vorostwins,3100000,,Canada,Entertainment and Music,930000,Music,@vorostwins
19,LastMinit,3000000,,Canada,Entertainment and Music Games,900000,Music,@lastminit_
20,Tanyalee Davis,3000000,,Canada,Entertainment and Music Education,900000,Music,@tanyaleedavis
21,Ryan Doka,3000000,0.1,Canada,Arts and Crafts,900000,Entertainment,@dokaryan
22,CAN,2800000,,Canada,,840000,,@candraaditiyaaaa
23,Chris Bumstead,2600000,0.2,Canada,,780000,,@cbum
24,Vivian Xue Rahey,2500000,,Canada,Beauty and Self Care Business and Finance,750000,Beauty/Fashion,@vivxue
25,Shania Twain,2500000,,Canada,Entertainment and Music,750000,Music,@shaniatwain
26,Rachid Badouri,2300000,0.5,Canada,Entertainment and Music,690000,Music,@rachidbadouriofficiel
27,Yes Theory,2200000,0.1,Canada,Entertainment and Music,660000,Music,@yestheory
28,Waffwl,2200000,,Canada,,660000,,@waffwlwolf
29,MaximeB,2100000,,Canada,Entertainment and Music Games,630000,Music,@maximeb
30,Braeden O’Brien,2100000,,Canada,Arts and Crafts,630000,Entertainment,@braeden.obrien
31,tikatheiggy,2100000,,Canada,Pets,630000,Lifestyle,@tikatheiggy
32,Sergio’s Talks,2000000,0.1,Canada,Entertainment and Music,600000,Music,@sergios.talks
